the_geom,BoroCode,BoroName,CountyFIPS,NTA2020,NTAName,NTAAbbrev,NTAType,CDTA2020,CDTAName,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-73.93213397515707 40.72815960410382, -73.93238176081249 40.727991027405984, -73.93250662114202 40.72790834248577, -73.93412337223748 40.72685547147877, -73.93539740294487 40.72590686792558, -73.93676382273351 40.72483891989248, -73.93685306706398 40.724744100021404, -73.93694892588277 40.72465309376476, -73.93705111817697 40.72456616788502, -73.93715934437213 40.7244835771831, -73.93727328757564 40.72440556379262, -73.93739261341152 40.7243323563654, -73.93751697209314 40.72426416948816, -73.93764599908492 40.7242012030307, -73.93848857027024 40.72380890602317, -73.93891183640383 40.72357882580084, -73.9393119988044 40.72334789471023, -73.94022123583017 40.72289150643926, -73.94109418715051 40.72230924628606, -73.94150380732567 40.721990979662024, -73.94195633562855 40.72165232040287, -73.94281683624953 40.7211436211185, -73.9436754791738 40.72065997597567, -73.94440536653673 40.72024041318467, -73.94560358883366 40.719567286421544, -73.94679211451854 40.71882160872145, -73.94721341744642 40.71856098678816, -73.94767332852875 40.718520671988934, -73.94841638472899 40.718455533792635, -73.94853260330413 40.71916717690498, -73.94887459570882 40.72129240705393, -73.94907816684548 40.72254028787247, -73.94986599463653 40.7221794842474, -73.95064594201138 40.72170569378413, -73.95164632164237 40.72348585815375, -73.95249594777854 40.72321773496711, -73.95332036601427 40.72293270071575, -73.95382461632387 40.72275973548843, -73.95418330278406 40.72263642897805, -73.9547766281529 40.72245950533773, -73.95627311400628 40.72338987683703, -73.95771989050984 40.724284958029116, -73.95814292154763 40.72440428440139, -73.95803916741664 40.72442744087867, -73.95794183489497 40.724649202699936, -73.95795096213239 40.72503643916843, -73.9582758822373 40.725167457041024, -73.95835177078861 40.725198057301746, -73.95842611843923 40.72540053583218, -73.96012497133243 40.72531963663693, -73.96028544944211 40.725948122413, -73.96106343511704 40.72584489918551, -73.96161518769836 40.725865563743966, -73.96165280673915 40.72620392690072, -73.96161716963724 40.72666142266117, -73.96149920017228 40.726751091124996, -73.96141826820858 40.72735618037483, -73.96114159246363 40.72810372607446, -73.96101688070557 40.72870444077166, -73.96115093253611 40.72953620527326, -73.96128261876078 40.73006102500989, -73.96128450656241 40.73015906220379, -73.96130143606983 40.73025294359462, -73.96142843631867 40.73094639261003, -73.96167446706374 40.73148125405512, -73.96169848157652 40.731532341394534, -73.96171289348594 40.731566114347274, -73.96175495642285 40.73166467883523, -73.962034583444 40.73238037121455, -73.9622634035719 40.73291555229342, -73.96230391804487 40.73311366098201, -73.96234062194122 40.733389226632916, -73.96230837630661 40.733532324766195, -73.96233177656883 40.73362302407008, -73.96232850258566 40.733754341329835, -73.96228520236957 40.73404769537412, -73.96218552877318 40.73424901663282, -73.9620903444991 40.73450799787364, -73.9619847787049 40.73463803314819, -73.96190964676381 40.73475080574408, -73.96176208392781 40.73489161477897, -73.96157494306746 40.73517961492863, -73.9611900313403 40.735602796583024, -73.9605191671798 40.73634219230013, -73.96051155046179 40.73635060889757, -73.96046748142321 40.73639964485039, -73.9604226223434 40.73644455601354, -73.96029556978698 40.73656291979975, -73.96023863089073 40.73661376101386, -73.96022288450321 40.73663665560245, -73.96021577508537 40.736645181079886, -73.96018765307622 40.73667547287307, -73.9601473184298 40.73671569374607, -73.9600952141967 40.73675854873333, -73.96007713554926 40.736778561038705, -73.96003383184511 40.736834313893, -73.96000106579166 40.73686913411032, -73.9599165921341 40.736954050356324, -73.95989501952846 40.7369790590649, -73.95985081351719 40.73703685585968, -73.95982931147842 40.7370609006332, -73.95981583252669 40.73707273787131, -73.9597990733821 40.73708439336928, -73.9597797455522 40.73709566098168, -73.95972243919364 40.737126312026454, -73.9597058590907 40.73713685201496, -73.95969225036394 40.73714725700963, -73.95966543236104 40.73717216449538, -73.95960239868394 40.7372369515062, -73.9595831145233 40.737254163105725, -73.95956431785017 40.73726867183432, -73.959470100192 40.73733478132875, -73.95940138328844 40.737381016027385, -73.95936872915027 40.73740432787437, -73.95930574127578 40.73745206858889, -73.95919107556793 40.73753911628654, -73.9591637296287 40.73755700896853, -73.95910990410891 40.737586039787864, -73.95908953404938 40.737598009016885, -73.95902797086994 40.73763735784866, -73.95898856589714 40.737664727690365, -73.95888819766161 40.73774116302091, -73.95883332045649 40.73778546722043, -73.9588247447747 40.73779080322136, -73.95881432450628 40.73779583349638, -73.95877797055272 40.73780944591503, -73.95876542999085 40.73781480846915, -73.95873036313864 40.737833741972416, -73.95867800305567 40.73786649270294, -73.95864031018324 40.73789994206984, -73.95861342305074 40.73792120206594, -73.95848746915817 40.73801668347334, -73.95845868680819 40.73803920305099, -73.95843189518173 40.7380586443721, -73.95837507902785 40.73809694936873, -73.95831235513265 40.73813702647089, -73.95824213550955 40.7381799196203, -73.95815588010784 40.738230829908176, -73.95795987117343 40.7383483913731, -73.95789424699922 40.73838640527264, -73.95785444148463 40.738410109769845, -73.9577648801005 40.73846435936495, -73.95771673677041 40.73849332024744, -73.95763409607027 40.73853811776143, -73.9575470386147 40.73858224599513, -73.95741823516062 40.73864924133244, -73.95715479533312 40.738776321620264, -73.95709329518273 40.738805989258246, -73.95695851073044 40.73887387325907, -73.95694640793137 40.73887918200207, -73.95693002865116 40.73888707307156, -73.95691820009655 40.738888914788035, -73.95690347291884 40.738889962683785, -73.95677816914437 40.738905593179425, -73.95564004576137 40.7390443162075, -73.95563515530762 40.7390447018122, -73.95563004111827 40.73904469984196, -73.95561454319139 40.73904581043336, -73.9555833632283 40.73904007118763, -73.9555306715092 40.73903269326229, -73.95519660913389 40.73908454169367, -73.9549228049316 40.73910330066502, -73.95480757566924 40.73911884249505, -73.95476314020421 40.73912353505372, -73.9547153325348 40.73912654195904, -73.9546632150002 40.73912795313439, -73.95460353380129 40.739127848374146, -73.95454644819088 40.73912491692959, -73.95444125113258 40.73911765397001, -73.95439555417087 40.739114772522534, -73.95428317027601 40.739107370373425, -73.95423262939586 40.739107350299314, -73.95419351201761 40.73910695664014, -73.95415627885318 40.73910691485308, -73.95412186600358 40.739100768343356, -73.95402778116025 40.73908314457476, -73.95397240398314 40.73907494582791, -73.953815514917 40.73905312586354, -73.95373783285402 40.73904533268462, -73.9535808906475 40.73903297728498, -73.95351461853667 40.73902692697514, -73.95336744598872 40.73901051422043, -73.95323299037705 40.73899268313823, -73.95292355724182 40.73893494239523, -73.95286232074193 40.73892156030044, -73.95282301471167 40.73891247884999, -73.95278707574712 40.73890417491627, -73.95271781388733 40.73889108480324, -73.95265702836569 40.738878875971665, -73.95255527572064 40.738857680874915, -73.95238448777513 40.73882039306, -73.95218669424783 40.738785254035605, -73.9521773188058 40.73878358409279, -73.95214506084808 40.738778257425885, -73.95210541738132 40.73877098336738, -73.95203337473417 40.73875725692836, -73.95201751319475 40.73875376459916, -73.95200514191767 40.73875151743835, -73.95198794354496 40.73874761997169, -73.9519773122518 40.738731289086566, -73.95197285125757 40.738727433616596, -73.95195469190347 40.73870893900174, -73.95194927191996 40.738704821287, -73.95194368602371 40.73870171184414, -73.95193588669196 40.73869852089707, -73.95192759029217 40.73869589681883, -73.95191056675556 40.73869269263779, -73.95190236352315 40.73869220338552, -73.95189451325648 40.73869245206635, -73.95188714964519 40.73869343974137, -73.9518803528664 40.73869515672764, -73.95188004444117 40.73869526431826, -73.9518797608839 40.73869539972862, -73.95187948788583 40.73869555273369, -73.95187925034095 40.73869571513503, -73.95187902576566 40.738695912219754, -73.95187881197515 40.73869611952811, -73.9518784695848 40.73869659700281, -73.95187820863435 40.73869714638034, -73.95187803065285 40.73869778525165, -73.95187789894656 40.738699307006414, -73.95187825200317 40.738702053414166, -73.95188040058613 40.7387098977303, -73.95188068380104 40.73871145634672, -73.95188069530279 40.738712608598064, -73.95188060027724 40.73871304999044, -73.95188044628398 40.73871340994032, -73.95188033957314 40.73871356318239, -73.95188022032133 40.738713698158826, -73.95188008963609 40.738713806158756, -73.95187993583109 40.73871390543764, -73.95187975825947 40.738713976729684, -73.95187956968137 40.738714039808336, -73.95187936768761 40.73871407590965, -73.95187914324195 40.73871409340613, -73.95187864527342 40.738714075607795, -73.95187806586495 40.738713985906585, -73.95185788444076 40.73870829531163, -73.95181269331398 40.73869418275085, -73.95171714969756 40.7386652189662, -73.95154202956651 40.73861125820227, -73.95064521733293 40.738364472152284, -73.95050973889614 40.73832268402159, -73.9504645828052 40.738309580795075, -73.95038748197699 40.738284837125704, -73.9502194406016 40.73822153160038, -73.95004848537417 40.738158052683225, -73.94996516469934 40.73812448107611, -73.94964771678877 40.73799773111221, -73.9494843055123 40.73793385945843, -73.9493970100016 40.73789966433988, -73.94925743288604 40.737844987804415, -73.94884377400813 40.73768589141122, -73.94861200384807 40.73759544959911, -73.94858408326107 40.73758455026463, -73.94840521772187 40.737513834593415, -73.9481229165706 40.737397154608466, -73.94810675303033 40.73743370795947, -73.94809172682271 40.73746770486476, -73.94754211492832 40.73727891604579, -73.94720149585577 40.73716644881968, -73.94718139793841 40.737161253152614, -73.94716178589232 40.73715493175977, -73.94713634142722 40.73714465372741, -73.9470955720832 40.73712486001716, -73.9470493494224 40.73709995757927, -73.94703617987679 40.737091793153155, -73.9470340024371 40.73709027922044, -73.94700570033977 40.73707061752646, -73.94698861180855 40.73706106350236, -73.94696827978058 40.73705259857925, -73.94691047650045 40.73703173433762, -73.9468599083623 40.73700738818558, -73.94683977682837 40.73699914848777, -73.94682157432833 40.7369937636577, -73.94677824012734 40.73698401889657, -73.94675925460247 40.736978723656435, -73.9466991905293 40.73695775071129, -73.94661589520466 40.736924554960375, -73.94658050649029 40.73694426847458, -73.94652352854825 40.73692685345561, -73.94644229140863 40.73678062626317, -73.94666174843383 40.73636566273443, -73.94667515359106 40.73634062407206, -73.9469037682151 40.73591365767616, -73.9470014458955 40.73571691083406, -73.94719983367159 40.73535517761158, -73.94718691118457 40.73523078210045, -73.9471577585992 40.73503229725157, -73.94708643463501 40.73454591548955, -73.94706532915387 40.73440199281926, -73.94659806707352 40.73444222434732, -73.94662261694711 40.73455805718598, -73.94673908072966 40.73528269384103, -73.9466990732422 40.73535608208442, -73.94656003894856 40.73560306308295, -73.94655464218955 40.73561300595519, -73.94654745138962 40.73562566912693, -73.94654176842498 40.73563602682877, -73.9465287878717 40.73565927766513, -73.94651304641673 40.73568744897792, -73.94649010443446 40.735728559703134, -73.94646450458738 40.73577487540813, -73.94644310074224 40.73581318395315, -73.9464305125695 40.73583535893785, -73.94640050609793 40.7358890685366, -73.94630720090625 40.73605751950619, -73.9462474829692 40.736166165227, -73.94617195881511 40.736202888774265, -73.9458731056289 40.73610183125816, -73.94557048457217 40.73661230391044, -73.94553259905322 40.73660508001523, -73.9455199804417 40.73659066241567, -73.94554528419137 40.736537832854296, -73.94541584986455 40.73650174350562, -73.94540003127122 40.73653776407877, -73.94535897179904 40.73654975457592, -73.94520743701801 40.73650885051615, -73.94520113938825 40.73648722990572, -73.94522012115169 40.736444005718894, -73.94507806672308 40.73639349768487, -73.94505908268036 40.736439124679514, -73.94503381424784 40.73644872026402, -73.94499908889487 40.73643669371264, -73.94499910475596 40.736417478770534, -73.94525492279563 40.73589278900379, -73.94518507181319 40.73547915267784, -73.94503299031923 40.73542861568337, -73.94502785767168 40.73545052251408, -73.94502179930068 40.73547490611659, -73.94500642212093 40.73553144180914, -73.94499058532999 40.73557030826203, -73.94496124483624 40.73563424864826, -73.9449230922739 40.73570278659705, -73.9448854042497 40.73576637049451, -73.94486214046057 40.73581053893717, -73.94483653414862 40.735867780688714, -73.9447855120484 40.7359645433149, -73.94477272080763 40.73598576127717, -73.9447592102149 40.736004107824286, -73.94473954067858 40.73602424227248, -73.94469052058979 40.736064138286196, -73.94467094742157 40.73608275162848, -73.94463300562965 40.73612385025117, -73.94461272994506 40.73614739874284, -73.9445772611248 40.73619118130498, -73.94456766241387 40.73620282061191, -73.94454962530499 40.7362246578818, -73.94454903299523 40.73622528833373, -73.94454837002635 40.736225873184424, -73.94454679443372 40.73622692583214, -73.94454488774215 40.73622780761092, -73.94454261380302 40.73622855368394, -73.94453916861201 40.736229317788265, -73.94452715112091 40.73623101373386, -73.94452429787937 40.73623158010658, -73.94452191718344 40.736232254091384, -73.94452006963596 40.73623299149044, -73.94451850588771 40.73623383724829, -73.94451721467591 40.73623482804781, -73.94451617245132 40.73623594410956, -73.9445156506814 40.73623676289505, -73.94451534256662 40.736237554979255, -73.94451527153964 40.7362379511451, -73.94451524743133 40.73623833828714, -73.94451528167909 40.736238734503736, -73.9445153765078 40.73623911282417, -73.9445155184606 40.736239499878685, -73.94451570799212 40.73623987874734, -73.9445162630205 40.73624064427563, -73.94451704402243 40.73624140120141, -73.94451805009479 40.736242176160985, -73.9445200849663 40.73624341114123, -73.94452280603181 40.7362447354086, -73.94453691364178 40.7362506676149, -73.94453998943432 40.73625235323972, -73.94454119610873 40.73625317285772, -73.9445422021439 40.736253993049175, -73.94454298311629 40.73625478599296, -73.94454363410217 40.73625563281767, -73.94454415289925 40.7362565333547, -73.94454454389673 40.736257506369164, -73.94454479148013 40.73625852471423, -73.94454492119894 40.736259586391874, -73.94454475257288 40.7362618743871, -73.94454404114089 40.736264323448914, -73.9445428076356 40.73626689740159, -73.94454106488925 40.736269526057676, -73.94453886008623 40.73627214577984, -73.94453322105896 40.73627716818771, -73.94453001123428 40.73627933661192, -73.94452667130419 40.73628117226581, -73.94452008735738 40.73628365418165, -73.94451542117442 40.736284390390225, -73.9444924208175 40.736283073772576, -73.94448138831775 40.73628149253295, -73.94446408172082 40.73627872620004, -73.9444283719635 40.736270278706904, -73.94439089670917 40.736258737141554, -73.94432355082688 40.73623259091165, -73.94422248716924 40.736187720133245, -73.94329968017655 40.73582361172813, -73.94321347652946 40.73579053001616, -73.9431678832003 40.73576750865237, -73.94310507092833 40.735735797710205, -73.94300691110809 40.73568865195112, -73.94294414311412 40.735660191793976, -73.9428804403222 40.735632947046014, -73.9428418960536 40.73561723236559, -73.94239443542429 40.73542574994755, -73.94212245963006 40.7352337609037, -73.94210536596886 40.73521903812471, -73.94196892130124 40.735118976403506, -73.94177231077717 40.73498208138996, -73.94173819523785 40.734950717917265, -73.94179189161068 40.7349128961449, -73.94178616641567 40.73489493692326, -73.9417630650352 40.73485938231849, -73.94169368766147 40.73476937760848, -73.94160658196863 40.734687702163896, -73.94154566832448 40.734734335934824, -73.94129801856808 40.73437629343368, -73.94114746701952 40.734152927537586, -73.94099746533847 40.73379048555549, -73.94115615809413 40.733748909609886, -73.94113533955344 40.733702811250005, -73.94103843274782 40.73348826020302, -73.94094207548778 40.73350865207849, -73.94092914681445 40.733511391877215, -73.94091758051697 40.73348404712137, -73.94089912116068 40.73344038241261, -73.94081817225897 40.733248908937696, -73.94072561988925 40.73329118540676, -73.9406442348713 40.73317051147959, -73.9405911268038 40.73309176571737, -73.94056868930251 40.733058494257676, -73.94068491601382 40.73301707662198, -73.94036658952952 40.73221258691484, -73.93988785146243 40.73129562053106, -73.93981322625451 40.73115268891209, -73.93974607754154 40.7310654754721, -73.93891503477069 40.73038379473324, -73.93856120412552 40.730133642716176, -73.93810334960666 40.72972851952137, -73.93808900912056 40.729746846260504, -73.93729511262934 40.72930055678739, -73.93711874507949 40.729189932065005, -73.93693124799917 40.72910809076302, -73.93684001378087 40.72908791393831, -73.93655894374993 40.72901782626703, -73.93608245486631 40.728882711349485, -73.93563591233656 40.72875195265277, -73.93561453981152 40.72874598563439, -73.93527438167979 40.72865101907352, -73.93501193202121 40.728572427731194, -73.93492926391872 40.728543915753, -73.93480845721065 40.72852861070386, -73.93425572782618 40.728432914472634, -73.93423032768017 40.72843131516518, -73.93423524033699 40.728395495578354, -73.9342287100879 40.72839082690116, -73.93415421562187 40.728381653620715, -73.93376676075275 40.72833393843536, -73.93352761652702 40.72830739759007, -73.93349948194378 40.7283041392015, -73.93348555981643 40.728294414781395, -73.93348271999318 40.728281563846, -73.93325729805608 40.728240702814794, -73.93301658610169 40.72821034173106, -73.93291116235261 40.72823331594171, -73.93262682661627 40.72818061356348, -73.93240789866186 40.72814592383736, -73.9323870036787 40.72814769455621, -73.93236090629104 40.7281677703671, -73.93234598849824 40.728182393884715, -73.93213397515707 40.72815960410382)))",3,Brooklyn,047,BK0101,Greenpoint,Grnpt,0,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),28912.5653122,35321204.8204
"MULTIPOLYGON (((-73.95814292297867 40.724404284653225, -73.95771989050972 40.724284958029166, -73.95627311400628 40.72338987683703, -73.95477662815284 40.72245950533777, -73.954183302784 40.72263642897805, -73.95382461632383 40.72275973548848, -73.95332036601421 40.72293270071579, -73.9524959477785 40.72321773496715, -73.95164632164226 40.72348585815379, -73.95064594201132 40.72170569378413, -73.94986599463648 40.72217948424744, -73.94907816684554 40.72254028787247, -73.94887459570876 40.72129240705397, -73.94853260330402 40.71916717690504, -73.94841638472899 40.71845553379267, -73.94767332852882 40.718520671988934, -73.94721341744646 40.71856098678816, -73.94762570960357 40.718301888559594, -73.94832167466848 40.717864513138316, -73.94855765898929 40.71771987828014, -73.9490428152555 40.71742851919233, -73.94949090972794 40.7171290256212, -73.9498313365793 40.716901145236925, -73.95114433611649 40.71603452128825, -73.95184243364142 40.715442068315824, -73.9521087839552 40.71525889424066, -73.95275381203534 40.71473599172674, -73.95335294438169 40.714183655611706, -73.95348472098712 40.714070208748524, -73.9532527290943 40.71406563041619, -73.95316497536668 40.7140650990365, -73.9530314926586 40.714062847203216, -73.95291049710497 40.71406098731089, -73.9516236625532 40.714066361589154, -73.94937231784576 40.71406687897958, -73.94924526155617 40.713320309282324, -73.94913082975638 40.71261242140386, -73.94901358359714 40.71190375695047, -73.94889233790347 40.71116753585684, -73.94877149682488 40.710432260098166, -73.948655334457 40.709724983852034, -73.95087492513068 40.7095131157003, -73.95082963816824 40.709143598502315, -73.95076027142552 40.7088028603314, -73.95065919395769 40.708169983826195, -73.95053009844601 40.7073909852028, -73.95040588810058 40.706652746635804, -73.95028918345193 40.705913439433075, -73.95023693669809 40.70547324732433, -73.95095606116395 40.70584293707593, -73.9510852980488 40.70591295223897, -73.95191055633195 40.70636007959369, -73.95229955426748 40.706490294434396, -73.95251503723546 40.706558588176016, -73.95291388625924 40.70670031159999, -73.95337878002799 40.70685629418079, -73.95401701304593 40.70708024148533, -73.95554165752614 40.70759344808194, -73.95626945112167 40.707849562021956, -73.95672449002494 40.70800995304715, -73.95720321501777 40.70817924844145, -73.9572825537872 40.70820731072061, -73.9573598096254 40.70823462450003, -73.95790430738506 40.708427174140205, -73.95815250104347 40.70804091870463, -73.95838432301129 40.70767669146901, -73.95845576706577 40.70725184744531, -73.95920084628946 40.707331585949056, -73.95939542447708 40.70735240901244, -73.9599383583485 40.70740680163729, -73.96040383070046 40.70745188692792, -73.96050333514967 40.70746152393363, -73.96114422874798 40.70752359640727, -73.96186019766469 40.7075950574885, -73.96213128824064 40.70762269347004, -73.96274332977734 40.70768508242958, -73.96327873777076 40.70772929851876, -73.96442311807148 40.70753372457847, -73.9648483774864 40.707453610922094, -73.96593219617068 40.70724387456487, -73.96728890148356 40.70700200314025, -73.96838331338829 40.70682937406328, -73.96913013040897 40.70704573447294, -73.96929296348473 40.70709333159823, -73.96962252118837 40.70762758922522, -73.96984864757434 40.708003042860234, -73.9698889933678 40.70857487273697, -73.969941966326 40.70930205385645, -73.96961485701408 40.71014774968433, -73.96960541242258 40.710270844377106, -73.9696858488491 40.710321732153595, -73.96999269169511 40.71038205124581, -73.97009902563343 40.7104578585919, -73.97001285290641 40.71052275038503, -73.96994076924653 40.710516955923374, -73.96985211368234 40.71051692067736, -73.9696843659075 40.71049401990635, -73.96963105995371 40.7106569459876, -73.96973743226009 40.71067982301093, -73.9698124115599 40.71073278475357, -73.96978918429103 40.71079193446038, -73.96969230738354 40.71084690359163, -73.96941809247147 40.710938127764564, -73.96938531101222 40.71100557715347, -73.96982572749033 40.71120398879313, -73.9698093487904 40.7112226632575, -73.96971194203932 40.71121216857256, -73.96966206794849 40.711185241890675, -73.9695543300729 40.71116340293825, -73.969317055299 40.711090656252914, -73.96928562515119 40.71117471200323, -73.96923492931276 40.71124054194085, -73.96929101552175 40.71127019981495, -73.96923352673905 40.71143313278887, -73.96914483137444 40.711456995049794, -73.96909579895326 40.71156311427303, -73.96907978591544 40.71162344314671, -73.9688847313278 40.71217685923314, -73.96886591469301 40.71223189865503, -73.96881612013797 40.71225194837656, -73.96886537511354 40.712272359626574, -73.96883817598473 40.71238964259896, -73.96894079213784 40.71241877295033, -73.96892466277124 40.71246342760497, -73.96890597130971 40.71250677720005, -73.9688959500676 40.712528314776804, -73.96887248435499 40.71257874343622, -73.96883711602462 40.71263238237155, -73.96882449655757 40.712660617134325, -73.96880693245043 40.71270862091687, -73.9687838625401 40.71275652670808, -73.96873194822167 40.71274056991467, -73.96872243571367 40.71273764616275, -73.96871698717266 40.7127469452772, -73.96866605645896 40.71285719349131, -73.96854388242622 40.71282070094241, -73.9684984748827 40.71280690398787, -73.96846973347012 40.712824710016264, -73.96847297917569 40.71285342821131, -73.96845405584278 40.71292438661471, -73.96847031306233 40.7129277737731, -73.96857157394108 40.71294887568521, -73.96850672553464 40.71310547188932, -73.96884828537605 40.713227637031196, -73.968391250818 40.71426191867371, -73.96800830621277 40.71512072380589, -73.96765448249123 40.71586910972544, -73.96736391633415 40.71648367905513, -73.96729025647649 40.7165162922213, -73.96724034396081 40.71658788672858, -73.96725983334314 40.716670976060605, -73.96710503918193 40.71690839325423, -73.96714406141025 40.71693081329576, -73.96726339983593 40.71699937349246, -73.96674727741309 40.71773776645322, -73.96659690266611 40.71796798139007, -73.96656241831403 40.71801586747623, -73.96655195107809 40.718038451579346, -73.96653666141415 40.71803436065362, -73.96652746617526 40.71803189793246, -73.96651263001317 40.7180516139583, -73.9663133012496 40.71831654140976, -73.96621630102918 40.71826437192916, -73.96619833808211 40.71825471225166, -73.9661419412618 40.71830361888175, -73.96575996467396 40.71868903528171, -73.96574267076741 40.71870687777699, -73.96552429626944 40.718919342670915, -73.9651195032813 40.719226894499776, -73.9651454411914 40.71924368050235, -73.96515804194695 40.719252392863694, -73.9651824769039 40.71927043719967, -73.96521152289469 40.71929410797218, -73.96522265777492 40.71930390914294, -73.96522811839084 40.719308878800405, -73.96523882443509 40.71931895257369, -73.96524406788232 40.71932405551626, -73.9652543329862 40.71933439099939, -73.96527395974657 40.71935556276316, -73.96528787042993 40.71937185944475, -73.96530531043857 40.719394111426816, -73.96531354626076 40.719405450281364, -73.96532145372106 40.71941692305782, -73.96532528324266 40.719422708577554, -73.9653362699142 40.719440250269514, -73.96535891941046 40.71948217884547, -73.9653772852802 40.71952530323736, -73.96539125980061 40.719569370523395, -73.96539724153601 40.719594875432406, -73.96540344968564 40.71963344558967, -73.96540631836267 40.7196722425495, -73.96540653006267 40.719685196792085, -73.96540542884617 40.71971756917669, -73.96540365113438 40.71973695434359, -73.96539693800445 40.719778738417645, -73.96538633882253 40.719820053834454, -73.96538509998798 40.71982824167033, -73.96536923608356 40.71990379160679, -73.96534558723974 40.71997815374238, -73.96531430087215 40.72005086445948, -73.96527557201401 40.72012147043487, -73.96522964210286 40.72018953146636, -73.96517679747369 40.72025462321705, -73.96511736757607 40.720316339861355, -73.96503278262003 40.72037707014486, -73.96447946223105 40.72003618825565, -73.9643819075713 40.72013942533016, -73.96433359604661 40.72020831968006, -73.96444754853592 40.7202769739059, -73.96433475398055 40.720386538911065, -73.96439735507487 40.72044183492866, -73.96436107868253 40.72047723987696, -73.96427462409184 40.720575767593715, -73.96424069640435 40.720612230996444, -73.96420193021503 40.72065389434062, -73.96406591244224 40.72079991163251, -73.96402617458521 40.72088089306861, -73.96399793658395 40.72093843807258, -73.96355958358187 40.72153948746828, -73.96353855348424 40.72157337918432, -73.96343759486815 40.72155909583225, -73.96341522754844 40.721581628115274, -73.96296566336947 40.722034477122726, -73.96275665356569 40.72239901579605, -73.9622534625409 40.72353229821617, -73.96223504876264 40.72357025876238, -73.96207271877748 40.72388030157548, -73.96200744732973 40.723991901105, -73.96190256113938 40.72409829048093, -73.96189426712151 40.7241067026037, -73.96165984235287 40.72486045446286, -73.96211461478717 40.72514806406874, -73.96190239555042 40.72532050081085, -73.96176070350806 40.72522879160823, -73.96153679314662 40.72510891860073, -73.96141263445683 40.72517722016236, -73.96116366236261 40.725264606333084, -73.96043230240606 40.725114108660584, -73.9603665103632 40.72504731005606, -73.95875928169839 40.724541355039705, -73.95833078182832 40.7244117011011, -73.95814292297867 40.724404284653225)))",3,Brooklyn,047,BK0102,Williamsburg,Wllmsbrg,0,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),28098.0267744,28854314.555
